"artist","genre"
"Tyler Hays","Hip-Hop"
"Sierra Lane","R&B"
"Isabel Sanders","Hip-Hop"
"Jeffrey Evans","Pop"
"Matthew Smith","R&B"
"Jessica Anderson","Pop"
"Pamela Robertson","Electronic"
"Melissa Mendoza","Electronic"
"Michael Bender","Hip-Hop"
"Richard Rogers","Pop"
"Laura Villanueva","Hip-Hop"
"Michael Munoz","Reggae"
"Ashley Dalton","Hip-Hop"
"Joshua Morris","Hip-Hop"
"Kristen Skinner","Electronic"
"Amy Lee","Reggae"
"Malik Watson","Electronic"
"Melissa Wright","Jazz"
"James Osborne","Country"
"Duane Jones","Classical"
"Jacqueline Palmer","Reggae"
"Tracy Harris","Pop"
"Courtney Mcdonald","Hip-Hop"
"Mary Fox","Electronic"
"Sarah Church","Jazz"
"Pamela Henry","Hip-Hop"
"Angela Mills","Electronic"
"Chloe Ward","Hip-Hop"
"Jermaine Robinson","Pop"
"Andrew Ferguson","Pop"
"Jennifer Perkins","R&B"
"Jennifer Wilkins","Electronic"
"Ronald Thompson","Electronic"
"Charles Perez","Folk"
"Amanda Davis","Pop"
"Paula Gordon","Hip-Hop"
"Daniel Knox","Electronic"
"Theodore Wilson","Jazz"
"Destiny Allen","Hip-Hop"
"Jacqueline Phillips","Hip-Hop"
"Tiffany Castaneda","Classical"
"John Webster","Hip-Hop"
"Kevin Bernard","Classical"
"Julia Miller","Hip-Hop"
"Natalie Cole","Pop"
"Brandon Burke","Hip-Hop"
"Madeline Sweeney","Hip-Hop"
"Sarah Gonzalez","Pop"
"Nicholas Olsen","Country"
"Sandra Schultz","Pop"
"Kevin Lee","Hip-Hop"
"Shannon Mcfarland","Hip-Hop"
"Jason Mcclain","Pop"
"James Rubio","Hip-Hop"
"Dr. Sarah Jarvis","Pop"
"Joseph Myers","Electronic"
"Elizabeth Alvarez","Reggae"
"Daniel Burton","Pop"
"Christine Osborne","Jazz"
"Corey Henderson","Pop"
"Rebekah Turner","Electronic"
"Jack Cole","Country"
"Brett Fields","Hip-Hop"
"Stacey Jackson","Jazz"
"Jonathan Jacobs","Hip-Hop"
"William Griffin","Electronic"
"Lori Lane","Electronic"
"Nancy Gardner","Electronic"
"Amy Porter","Hip-Hop"
"Ashley Olson","Country"
"Deanna Wells","Hip-Hop"
"Kelly Harris","Jazz"
"William Hall","Hip-Hop"
"Ashley Church","Pop"
"Willie Berger","Electronic"
"Anthony Guzman","Hip-Hop"
"Adrian Jackson","Hip-Hop"
"Michelle Vaughn","Electronic"
"Carol Sanders","Electronic"
"Kyle Bernard","Electronic"
"Sheena Dixon","Pop"
"Alice Jones","Electronic"
"Kari Thomas","Hip-Hop"
"Kelly Carter","R&B"
"Chelsea Silva","Hip-Hop"
"Lisa Pruitt","Hip-Hop"
"Eric Koch","Electronic"
"James Hodges","Jazz"
"Joshua Rice","Pop"
"Haley Ponce","Folk"
"Melissa Thomas","Electronic"
"Mr. John Williams","Electronic"
"Brandon Taylor","Electronic"
"Denise Gordon","Pop"
"Michael Hernandez","Hip-Hop"
"Kelsey Frazier","Hip-Hop"
"Mitchell Reynolds","Electronic"
"Kelly Mills","Electronic"
"Matthew Franco","Hip-Hop"
"Christine Padilla","Jazz"
"Jennifer Butler","Hip-Hop"
"Kimberly Martinez","Electronic"
"Linda Marshall DVM","Classical"
"Jessica Ingram","Electronic"
"David Rose","Pop"
"Jasmin Perkins","Electronic"
"Peter Hogan","Folk"
"Julie Duncan","Classical"
"Thomas Smith","Pop"
"Paul Little","Jazz"
"Jesse Williams","Pop"
"Shannon Hodges","Electronic"
"Kenneth Aguilar","Electronic"
"Amanda Reynolds","Electronic"
"Matthew Martin","Pop"
"Elijah Brown","Electronic"
"Maria Lee","Electronic"
"Hannah Sparks","R&B"
"Michael Collins","Reggae"
"Ronnie Lewis","Electronic"
"Carlos Goodwin","Country"
"Madison Brooks","Pop"
"Kelsey Rivera","Hip-Hop"
"Kristin Cox","Hip-Hop"
"Seth Thomas","Electronic"
"Karen Clayton","Jazz"
"Jay Summers","Pop"
"Christopher Fitzgerald DDS","Hip-Hop"
"Daniel Crosby","Pop"
"Terry Tapia","Hip-Hop"
"Jesse Stein","Pop"
"Christina Hammond","Electronic"
"Sarah Miller","Hip-Hop"
"Kristi Thomas","Electronic"
"Daniel Martinez","Pop"
"Justin Rich","Folk"
"Michael Anderson","Electronic"
"Brittany Wright","Folk"
"Matthew Crosby","R&B"
"Stephanie Anderson","Country"
"Molly Ward","Pop"
"Summer Mcconnell","Pop"
"Eric Green","Folk"
"Chad Green","Country"
"Shawna Tucker","Pop"
"Regina Melendez","Folk"
"Devin Carlson","Pop"
"Donna Singh","Electronic"
"John Roberts","Hip-Hop"
"Amber Welch","Pop"
"Dawn Johnson","Electronic"
"Kathleen Conway","Pop"
"Connie Rojas","Jazz"
"Edward Simpson","Electronic"
"Mitchell Mccullough","Pop"
"Bradley Marquez","Pop"
"Laura Lopez","Electronic"
"Michael Tanner","Pop"
"Angela Chandler","Pop"
"Lindsey Patel","Classical"
"Carla Sparks","Pop"
"Darren Taylor","Country"
"Regina Rush","Pop"
"Donald West","Pop"
"Brandon Hill","Hip-Hop"
"Lauren Webb","Electronic"
"Jonathan Harper","Hip-Hop"
"Caitlyn Adams","Hip-Hop"
"Adam Willis","Hip-Hop"
"William Daniels","Hip-Hop"
"Julie Elliott","Hip-Hop"
"Allison Fowler","Pop"
"Julie Wilson","Electronic"
"Drew Burton","Hip-Hop"
"Katelyn Garrett","Electronic"
"Sarah Gillespie","Pop"
"Abigail Solis","Classical"
"Tammy Williams","Folk"
"Ashley Durham","Hip-Hop"
"Wanda Herrera","Country"
"Heather Martin","Hip-Hop"
"Maurice Bruce","Hip-Hop"
"Kathy Morgan","Hip-Hop"
"Arthur Yates","Jazz"
"Courtney Boyd DVM","Electronic"
"Michael Herring","Hip-Hop"
"Julian Rose","Pop"
"Brandon Nelson","Hip-Hop"
"Tracy Simmons","Reggae"
"Becky Pennington","Electronic"
"Ashley Bailey","Hip-Hop"
"Thomas Young","Hip-Hop"
"Scott Thomas","Hip-Hop"
"William Williams","Pop"
"Casey Silva","Pop"
"Phyllis Marquez","Hip-Hop"
"Anne Mccormick","Pop"
"Amber Cook","Pop"
"Mrs. Katherine Cox","Pop"
"Diana Mitchell","Hip-Hop"
"Craig Turner","Pop"
"John Singh","Pop"
"Jonathan Lewis","Jazz"
"Timothy Marshall","Hip-Hop"
"Matthew Russell","Electronic"
"Thomas Campbell","Folk"
"Lisa Matthews","Pop"
"Mallory Reese","Pop"
"Charles Mckay","Electronic"
"Theresa Mercer","Pop"
"Alexander Clark","Electronic"
"Cory Perry","Folk"
"Lauren Castillo","Hip-Hop"
"Mary Douglas DDS","Classical"
"Richard Peterson","Hip-Hop"
"Tamara Lee","Hip-Hop"
"Meghan Dean","Electronic"
"Tracy Mccarthy","Hip-Hop"
"Danny Long","Electronic"
"Jill Ibarra","Hip-Hop"
"Teresa Peterson","Electronic"
"Gerald Davis","Hip-Hop"
"Tonya Webb","Hip-Hop"
"Amanda Collins","Hip-Hop"
"Bonnie Watts","Pop"
"Steven Gonzales","Hip-Hop"
"Lauren Foster","Electronic"
"Amanda Ross","Electronic"
"Angel Anderson","Jazz"
"Audrey Castillo","Pop"
"Nicole Davis MD","Hip-Hop"
"Mary Williams","Electronic"
"Lori Padilla","Country"
"Susan Allen","Pop"
"Amber Butler DDS","Electronic"
"Victoria White","Electronic"
"Amanda Khan","Pop"
"Phyllis Hunt","Classical"
"Stephen Martin","Folk"
"Matthew Jones","Classical"
"Rose Michael","Hip-Hop"
"Kimberly Shepherd","Electronic"
"Travis Roberts","Classical"
"Billy Sanchez","Pop"
"Matthew Townsend","Pop"
"Shannon Krueger","Electronic"
"John Brown","Pop"
"Karen Sweeney","Electronic"
"Nancy Tate","Jazz"
"Holly Lopez","Electronic"
"Robert Hall","Classical"
"Jennifer Hernandez","Pop"
"Marcia Smith","R&B"
"Christopher Taylor","Electronic"
"Susan Franklin","Country"
"Megan George","Electronic"
"Brandon Johnson","Pop"
"Diana Hughes","Hip-Hop"
"Kevin Jenkins","Pop"
"William Singleton","Country"
"Laura Browning","Hip-Hop"
"Justin Patterson","Pop"
"Misty Thomas","Pop"
"Mark Long","Electronic"
"Gregory Olsen","Hip-Hop"
"Mary Davis","Folk"
"Elaine Diaz","Folk"
"Melissa Schroeder","Hip-Hop"
"Jared Hodge","Electronic"
"Catherine Downs","Pop"
"Meagan Harris","Electronic"
"Donald Mckenzie","Pop"
"Brandon Howell","Jazz"
"Ryan Garcia","Jazz"
"Crystal Frank","Hip-Hop"
"Kenneth Lambert","Pop"
"Michael Nunez","Hip-Hop"
"Katie Davis","Electronic"
"Lisa Coleman","Pop"
"Robert Decker","Classical"
"Jacqueline Lucas","Pop"
"Michael Hernandez DVM","Electronic"
"Mario Schmitt","Pop"
"Brandy Hawkins","Electronic"
"Teresa Ryan","Pop"
"Maria Holland","Electronic"
"Charles Guerrero","Electronic"
"Karen Edwards","Pop"
"Timothy Hughes","Hip-Hop"
"Justin Taylor","Pop"
"Brenda Cruz","Hip-Hop"
"Scott Vargas","Electronic"
"William Roberts","Hip-Hop"
"Allison Briggs","Jazz"
"Laura Blake","Hip-Hop"
"Charles Mcguire","Pop"
"Matthew Galvan","Jazz"
"Troy Barrett","Electronic"
"Veronica Johnson","Electronic"
"Bonnie Caldwell","Electronic"
"Donna Phillips","Classical"
"Mark Stewart","Electronic"
"Amy King","Hip-Hop"
"Richard Dominguez","Hip-Hop"
"William Herrera","Electronic"
"Rachel Ramirez","Electronic"
"Mrs. Hannah Gonzales PhD","Pop"
"Brett Randolph","Pop"
"Jill Hall","Pop"
"Mr. Benjamin Clark II","Country"
"Daniel Mccormick","Pop"
"Rebecca Moon","Pop"
"Chad Lloyd","Electronic"
"Alicia Shaw","Folk"
"John Ayers","Electronic"
"William Pierce","Hip-Hop"
"Mary Jimenez","Hip-Hop"
"Kelly Wilson","Pop"
"Ryan Parker","Folk"
"Dr. Joshua Warren","Pop"
"Alicia Gonzalez","Electronic"
"Jordan Kim","Jazz"
"Jon Marks","Hip-Hop"
"Joseph Graves","R&B"
"Amanda Jackson","Pop"
"Andrew Mckinney","Electronic"
"Nathan Bautista","Electronic"
"Mark Hernandez","Hip-Hop"
"David Patrick","Hip-Hop"
"Kelsey Mullins","Pop"
"Linda Castaneda","Electronic"
"George Ibarra","Pop"
"John Shields","Electronic"
"Todd Boyd","Folk"
"Dustin Garcia","R&B"
"Jeremy Massey","Reggae"
"Alyssa Smith","Electronic"
"Tanner Kent","Electronic"
"Veronica Williams","Pop"
"Andrew Heath","Electronic"
"Dennis Taylor MD","R&B"
"Derek Fernandez","Hip-Hop"
"Anthony Henderson","Pop"
"Jacob Sharp","Hip-Hop"
"April Miller","Electronic"
"Susan Jennings","Electronic"
"Marcus Alvarado","Electronic"
"Michael Johnston","Hip-Hop"
"Alicia Johnson","Folk"
"Erica Haley","Folk"
"Audrey Wagner","Hip-Hop"
"Pedro Smith","Hip-Hop"
"Ashley Saunders","Hip-Hop"
"Samuel Harris","Folk"
"James Larsen","Pop"
"Abigail Miller","Electronic"
"Roy Ortiz","Electronic"
"Kyle Rogers","Hip-Hop"
"Tiffany Oneal","Hip-Hop"
"Kurt Mcgrath","Pop"
"Steve Swanson","Reggae"
"Steven Morgan","Hip-Hop"
"Wendy Calderon","Pop"
"Clinton Cooper","Hip-Hop"
"Ashley Coleman","Electronic"
"Steven Meyer","Hip-Hop"
"Misty Nichols","Hip-Hop"
"Lauren Guerra","Pop"
"Matthew Chase","Hip-Hop"
"Kimberly Wall","Electronic"
"Brandon Watson","Pop"
"Steven Castro","Reggae"
"Tony Massey","Pop"
"Diana Bartlett","Hip-Hop"
"Tammy Rowland","Pop"
"Denise Ashley","Electronic"
"Jeremy Moore","Electronic"
"Patricia Atkins","Pop"
"Zachary Romero II","Electronic"
"Lori Burke","Pop"
"Carmen Fisher","Jazz"
"Susan Wilson","Pop"
"Michael Schneider","Pop"
"Mrs. Abigail Hill MD","Hip-Hop"
"Jennifer Howard","Hip-Hop"
"Thomas Vance","Country"
"Glenn Warner","Electronic"
"Valerie Carroll","Electronic"
"Kathy Li","Electronic"
"Michael Davidson","Electronic"
"Rebecca Reynolds","Hip-Hop"
"Theresa Jones","Hip-Hop"
"Crystal Parker","Folk"
"Brian Young","Jazz"
"Debbie Edwards","Hip-Hop"
"Lee Hensley","Electronic"
"David Horne","Folk"
"Ricky Hunt","Classical"
"Sarah Burke","Jazz"
"Shannon Jackson","Hip-Hop"
"Erica Bridges","Electronic"
"Michael Miller","Electronic"
"James Webster","Pop"
"Matthew Mann","Folk"
"Deborah Smith","Pop"
"Nathan Williams","Folk"
"Christina Chambers","Folk"
"John Lyons","Classical"
"Sean Weeks","Hip-Hop"
"Troy Ward","Pop"
"Alicia Villanueva","Country"
"Martha Brown","Hip-Hop"
"David Lopez","Reggae"
"Benjamin Brown","Reggae"
"Richard Smith","R&B"
"Bryan Bean","Hip-Hop"
"Justin Padilla","R&B"
"Anna Cook","R&B"
"Lance Gentry","Electronic"
"Steven Jones","Pop"
"William Leonard","Pop"
"Claudia Johnston","Classical"
"Adrian Price","R&B"
"Kimberly Herman","Hip-Hop"
"Richard Walker","Hip-Hop"
"Gary Juarez","Reggae"
"John Baker","Pop"
"Diana Martinez","Pop"
"Charles Gates","Hip-Hop"
"Nathan Weiss","Pop"
"Sharon Moore","Classical"
"Jessica Johnson","Pop"
"Gabriel Love","Electronic"
"William Gay","Hip-Hop"
"Travis Jones","Pop"
"Robin Kelly","Pop"
"James Watson","Hip-Hop"
"Robert Baldwin","Jazz"
"Jacob Johnson","Classical"
"Mrs. Megan Davis","Pop"
"Chad Taylor DDS","Electronic"
"Donna Schroeder","R&B"
"James Ross","Hip-Hop"
"Richard Kelley","Hip-Hop"
"Joshua Todd","Hip-Hop"
"Christopher Snyder","Electronic"
"David Douglas","Hip-Hop"
"Laura Martin","Pop"
"Cody Schroeder","R&B"
"Erik Rivas","Hip-Hop"
"Katherine Moore","Pop"
"Amanda Bowman","Hip-Hop"
"Anthony Gonzales","Country"
"Raymond Burke","Pop"
"Dorothy Becker","Pop"
"Alfred Perry","Folk"
"Diane Foster","Country"
"Bob Novak","Pop"
"Nicole Martin","Classical"
"James Foster","Hip-Hop"
"Sean Leonard","Electronic"
"Jennifer Wilson","Pop"
"Frank Rodriguez","Pop"
"Samantha Lamb","Pop"
"Randall White","Pop"
"Lisa Farrell","Hip-Hop"
"Michelle Hamilton","Pop"
"Kyle Thompson","Jazz"
"Thomas Price","Country"
"Kevin Richards","Hip-Hop"
"Elizabeth Knight","Electronic"
"Michael Romero","Classical"
"Theresa Fritz","Pop"
"David Lee","Electronic"
"Danielle Berger","Folk"
"Katie Woods","Electronic"
"Christopher Glass","Hip-Hop"
"Daniel Gonzalez","Hip-Hop"
"Matthew Herman","Hip-Hop"
"Joseph Jordan","Hip-Hop"
"Javier Nelson","R&B"
"Phillip Quinn","Country"
"John Dixon","Hip-Hop"
"Matthew Coleman","Pop"
"Kayla Smith","Jazz"
"Cristian Parker","Hip-Hop"
"Kevin Mcintosh","Electronic"
"Judy Humphrey","Electronic"
"Erica Coleman","Hip-Hop"
"Drew Watson","Electronic"
"Samantha Gould","Classical"
"James Mason","Country"
"Hannah Roberts","Electronic"
"Chris Stark","Pop"
"Jennifer Davis","Hip-Hop"
"Nathan Guerrero","Hip-Hop"
"Brandon Fuller","Hip-Hop"
"Derek Santiago","Hip-Hop"
"Jennifer Mccoy","Hip-Hop"
"Jennifer Conrad","Folk"
"Derrick Garcia","Reggae"
"Jasmine Gill","Electronic"
"Christopher Mills","Reggae"
"Michele Powell","Electronic"
"Donald Garrison","Jazz"
"Denise Miller","Hip-Hop"
"Sara Butler","Hip-Hop"
"Molly Lee","Electronic"
"Angie Hamilton","Classical"
"Kevin Patterson","Pop"
"Colleen Brown","Classical"
"Sarah Abbott","Electronic"
"Denise Williams","Hip-Hop"
"Kylie Hernandez","Hip-Hop"
"William Murphy","Jazz"
"Amber Warner","Hip-Hop"
"Shelby Cooper","Pop"
"Amber Clark","Electronic"
"Tina Hernandez","Electronic"
"Kristina Miller","Hip-Hop"
"Jessica Vazquez","Hip-Hop"
"James Moore","Folk"
"Kristina Rogers","Electronic"
"Susan Jensen","Jazz"
"Anthony Howard","Pop"
"Gabrielle Hansen","Country"
"Kevin Best","Electronic"
"Richard Best","Hip-Hop"
"Amber Baker","Pop"
"Matthew Woodard","Classical"
"Erin Marquez","Folk"
"James King","Electronic"
"Brandi Williams","Hip-Hop"
"Rachel Camacho","Hip-Hop"
"Amy Larsen","Electronic"
"Regina Ray","Country"
"Denise Davidson","Hip-Hop"
"David Brown","Electronic"
"Daniel Grant","Electronic"
"Omar Blankenship","Hip-Hop"
"Douglas Kelly","Jazz"
"Sarah Evans","Pop"
"Mr. Miguel Jones","Hip-Hop"
"Crystal Bennett","Folk"
"Paul Schaefer","Hip-Hop"
"Thomas Wright","Hip-Hop"
"Deanna Waters","Hip-Hop"
"Jason Brennan","Hip-Hop"
"Jeremy Dickson","Hip-Hop"
"Mary Monroe","Pop"
"John Shannon","Pop"
"Penny Nelson","Reggae"
"Derrick Horton","Electronic"
"Rhonda Diaz","Pop"
"Christopher Hinton","Pop"
"Robert Ramos","Hip-Hop"
"Jamie Hill","Pop"
"John Wiggins","Pop"
"Patrick Morris","Hip-Hop"
"Lisa Hensley","Electronic"
"Donna Morrow","Hip-Hop"
"Whitney Smith","Pop"
"Brenda Patel","Hip-Hop"
"Cynthia Smith","Jazz"
"Ryan Lyons","Pop"
"Megan Vazquez","Electronic"
"William Wright","Hip-Hop"
"Michelle Hinton","Folk"
"Anthony Holland","Classical"
"Peter Lee","Country"
"Amanda Edwards","Pop"
"Christopher Perez","Pop"
"Paula Townsend","Pop"
"Ryan Ellis","Electronic"
"Lee Coleman","Hip-Hop"
"Brandy Whitehead","Classical"
"Christie Thompson","Hip-Hop"
"Christopher Smith","Hip-Hop"
"Michael Cook","Electronic"
"Christopher Mccoy","Hip-Hop"
"Marcus James","Pop"
"Ryan Gibson","Classical"
"Larry Tucker","Folk"
"Richard Stevenson","Electronic"
"Joseph Waters","Classical"
"Sandra Buckley","Reggae"
"Nicole Ward","Pop"
"Susan Shaw","Electronic"
"Aaron Rivera","Jazz"
"Rebecca Andrews","Jazz"
"Julie Booth","Electronic"
"Michael Sullivan","Hip-Hop"
"Jennifer Bonilla DDS","Reggae"
"Kristen Newman","Pop"
"Brittany Rivera","Hip-Hop"
"Kayla Williams","Classical"
"Brian Barnes","Electronic"
"Pamela Smith","R&B"
"Linda Estes","Electronic"
"Benjamin Kim","Hip-Hop"
"Clifford Sanders","Pop"
"Leonard Chen","Country"
"Michelle Singh","R&B"
"Brandon Dennis","Pop"
"Donna Ramos","Pop"
"Lacey Wright","Country"
"William Gomez","Hip-Hop"
"Casey Mcgrath","Hip-Hop"
"Tyler Riley","Pop"
"James Jones","R&B"
"Sean Johnson","Hip-Hop"
"John Lee","Pop"
"Scott Chen","Electronic"
"Victoria Newman","Pop"
"Amanda Johnson","Folk"
"Sean Alexander","Hip-Hop"
"Jacob Chavez","Electronic"
"Nathan Cross","Classical"
"Amanda Poole","Hip-Hop"
"Jack Hayes","Jazz"
"James Vargas","Hip-Hop"
"Jeffrey Young","Classical"
"Daniel Blair","Hip-Hop"
"Erin Knox","Hip-Hop"
"Tristan Harmon","Electronic"
"James Flores","Electronic"
"James Ruiz","Folk"
"Stephen Mcbride","Reggae"
"Scott Anderson","R&B"
"Tommy Evans","Country"
"Jamie Pace","Electronic"
"Mr. Nathan Obrien","Electronic"
"Stephanie Rivera","Electronic"
"Kelly Donaldson","Hip-Hop"
"Rachael Hill","Jazz"
"Jonathan Holmes","Jazz"
"Mary Harrison","Hip-Hop"
"Denise Martin","Jazz"
"Jessica Gardner","Electronic"
"Linda Moore","Pop"
"Timothy Perez","Pop"
"Adam Saunders","Hip-Hop"
"Juan Hill","Hip-Hop"
"Ryan Gamble","Pop"
"Keith Levine","Pop"
"Scott Montgomery","Pop"
"Matthew Brown","Hip-Hop"
"Mr. David Nolan","Folk"
"Robert Odonnell","Pop"
"Jeffrey Alvarez","Pop"
"Jason Fleming","Pop"
"James French","Hip-Hop"
"Carol Murillo","Hip-Hop"
"Daniel Martinez","Electronic"
"Todd Harris","Country"
"James Parsons","Jazz"
"Steven Boyd","Electronic"
"Amy Arroyo","Pop"
"Robert Moreno","Electronic"
"David Brooks","Electronic"
"Mariah Vargas","Hip-Hop"
"Aimee Goodwin","Hip-Hop"
"Regina Perez","Jazz"
"Mary Meyer","Classical"
"Shelley Miller","Pop"
"Elizabeth Russell","Electronic"
"Roberta Martin MD","Pop"
"Corey Chase","Pop"
"Paula Mcneil","Pop"
"Ronald Snyder","Electronic"
"Brandon Lloyd","Hip-Hop"
"Ryan Wells","Electronic"
"Lindsay Martinez","Electronic"
"Brooke Carter","Hip-Hop"
"Joseph Wilson","Electronic"
"Donna Oneill","Hip-Hop"
"Natalie Wilson","Hip-Hop"
"Kevin Hall","Reggae"
"Pamela Mccarthy","Country"
"Jill Campbell","Electronic"
"April Garner","Jazz"
"Steven Rivera","Country"
"Corey Johnson","Folk"
"Marc Richards DDS","Folk"
"Nicholas Kelley","Hip-Hop"
"Tiffany Swanson","Pop"
"Dustin Jackson","Pop"
"Carolyn Bailey","Pop"
"Anthony Gonzalez","Pop"
"Andrew Kelly","Pop"
"Gregory Thompson","Pop"
"Bruce Swanson","Folk"
"Carol Wyatt","R&B"
"Janice Molina","Hip-Hop"
"Katherine Gordon","Hip-Hop"
"David Hill","R&B"
"Jennifer Gonzales","Electronic"
"Miranda Duncan","Hip-Hop"
"Kara Carey","Electronic"
"Jay Sanchez","Classical"
"Robert Hayes","Electronic"
"Tiffany Kelly PhD","Electronic"
"Katherine Hansen","Hip-Hop"
"Clinton Manning","Pop"
"Sarah Love","Electronic"
"Devin Morales","Pop"
"Denise Malone","Pop"
"Jerry Thomas","Pop"
"John Fischer","Electronic"
"Kevin Jennings","R&B"
"Christian Mosley DDS","R&B"
"Michael Carson II","Pop"
"Valerie Phillips","Folk"
"Jeffrey Smith","Classical"
"Derrick Hamilton","Pop"
"Alan Smith","Pop"
"Travis Obrien","R&B"
"Brandi Donovan","Hip-Hop"
"Amanda Lopez","Electronic"
"Kyle Garcia","Classical"
"Jon Yates","Hip-Hop"
"Maria Jones","Electronic"
"Amanda Patton","Country"
"James Johnson","Pop"
"Tiffany Neal","Jazz"
"Kimberly Atkinson","Classical"
"Rachel Logan","Classical"
"Larry Ramirez","Jazz"
"Steve Hopkins","Hip-Hop"
"Eric Gibson","Electronic"
"Jacob Matthews","Electronic"
"Kyle Drake","Classical"
"Jeremy Fisher","Electronic"
"James Harris","Pop"
"Mary Mcguire","Pop"
"Dr. Brian Scott","Electronic"
"Daniel Mueller","Jazz"
"Lynn Shelton","Pop"
"Patricia Duarte","Pop"
"Caitlin Sanchez","Hip-Hop"
"Richard Sullivan","Pop"
"Nancy Romero","Classical"
"Mark Davis","Pop"
"Joseph Crane","Hip-Hop"
"Jennifer Willis","Hip-Hop"
"Jeremy Scott","Pop"
"Rhonda Garrett","Hip-Hop"
"Troy Cox","Hip-Hop"
"Rachael Sutton","Country"
"Lauren Davis","Electronic"
"Roberta Rodriguez","Country"
"Andrew Higgins","Pop"
"Steven Jenkins","Pop"
"Ryan Smith","Hip-Hop"
"Barbara Guzman","Electronic"
"Shannon Rodriguez DDS","Pop"
"Laura Wright","Pop"
"Trevor Carter","Pop"
"Karen Evans","Hip-Hop"
"Derek Carpenter","Pop"
"Kaitlin Lopez","Folk"
"Donna Ramirez","Hip-Hop"
"Denise Davis","Pop"
"Vanessa Berg","Hip-Hop"
"Lynn Richards","Hip-Hop"
"Melissa Harrington","Hip-Hop"
"Benjamin Robinson","Hip-Hop"
"Joseph Whitehead","Hip-Hop"
"Thomas Miller","Hip-Hop"
"Erika Aguirre","Folk"
"Daniel Barber","Hip-Hop"
"Crystal Ramirez","Hip-Hop"
"Jessica Miller","Hip-Hop"
"Jeff Casey","Hip-Hop"
"Crystal Pennington","Hip-Hop"
"Rebecca Stafford","Hip-Hop"
"Alexandra Kelley","Pop"
"Kenneth Mcdowell Jr.","Hip-Hop"
"Patricia Miller","Hip-Hop"
"Christopher Malone","Pop"
"Diane Hensley","Pop"
"Samuel Keller","R&B"
"Sarah Walls","Pop"
"Anne Anderson","Folk"
"Kristen Bailey","Hip-Hop"
"Patrick Baker","Classical"
"Emily Lewis","Folk"
"Kristina Young","Electronic"
"Kayla Sanchez","Country"
"Nathan Lee","Electronic"
"Brooke Mcdonald","Hip-Hop"
"Cindy Brown","Electronic"
"Misty Sheppard","Country"
"Kaitlin Rodriguez","Pop"
"Adrian Nguyen","Pop"
"Alexandria Walker","Hip-Hop"
"Brittany Reynolds","Hip-Hop"
"Carlos Neal","Pop"
"George Gentry","Pop"
"James Hicks","Electronic"
"Lisa Watts","Electronic"
"Lisa Estrada","Pop"
"Kelly Perkins","Electronic"
"Mark Ramos","Hip-Hop"
"Mark Green","Jazz"
"David Avila","Pop"
"Samantha Gonzalez","Electronic"
"Amy Morales","Country"
"Michelle Nelson","Reggae"
"Todd Merritt","Pop"
"Kim Roberts","Pop"
"Allen Klein","Pop"
"Matthew Boone","Hip-Hop"
"Brady Nichols","Electronic"
"Scott Chapman","Electronic"
"Dr. Gabriel Perez","Hip-Hop"
"Ruth Valdez","Hip-Hop"
"Blake Powell","Reggae"
"Betty Richards","Classical"
"Debra Miller","Electronic"
"Tonya Hudson","Country"
"Mark Carney","Classical"
"Roy Castaneda","Electronic"
"Tammy Stone","Folk"
"Rhonda Potts","Electronic"
"Scott Vaughan","R&B"
"Kayla Henry","Pop"
"Aaron Davis","Folk"
"John Howe","Pop"
"Monique Freeman","Electronic"
"Christina Sanders","Pop"
"Shane Mercer","Pop"
"Katherine Spencer","Hip-Hop"
"Daniel Palmer","Hip-Hop"
"Diane Obrien","Electronic"
"Megan Cook","Pop"
"Ronald Gibson","Classical"
"Sherri Sherman","Electronic"
"Elizabeth Hernandez","Reggae"
"Edward Kelley","Folk"
"Thomas Flores","Hip-Hop"
"Vanessa Williams","Hip-Hop"
"Crystal Mendoza","Electronic"
"Victoria Hodge","Electronic"
"Taylor Rodriguez","Folk"
"Zachary Marshall","Reggae"
"Christopher Frank","Pop"
"Alyssa Foster","Hip-Hop"
"Kathleen Walter","Pop"
"Jim Holland","Pop"
"Lindsay Moses","Electronic"
"Jesse Jensen","Hip-Hop"
"Lauren Garrison","Reggae"
"David Camacho","Country"
"Robert Richardson","Pop"
"Joseph Stephens","Pop"
"Kenneth Browning","Pop"
"Lisa Austin","Hip-Hop"
"Jennifer Booker","Classical"
"Collin Martin","Hip-Hop"
"Samantha Sosa","Classical"
"Whitney Pollard","Jazz"
"Christopher Mcclure","Electronic"
"Linda Griffin","Folk"
"Chris Roberts","Electronic"
"Breanna Cochran","Country"
"Victoria Kelley","Pop"
"Emily Schwartz","Hip-Hop"
"Jeffrey Bennett","R&B"
"Robert Parsons","Pop"
"David Guzman","Pop"
"Albert Chambers","R&B"
"Stephanie Quinn","Electronic"
"Heidi Carrillo","Reggae"
"Nancy Arnold","Hip-Hop"
"David Macias","Pop"
"Heather Orr","R&B"
"Christina Murray","Folk"
"Veronica Bennett","Jazz"
"Molly Bean","Pop"
"Mr. William Thomas","Pop"
"Neil Hobbs","Pop"
"Nicholas Aguilar","Hip-Hop"
"Lynn Steele","Hip-Hop"
"Michael Perez","Hip-Hop"
"Daniel Davies","Jazz"
"Jacob Hays","R&B"
"Patrick Blair","Hip-Hop"
"Sean Kemp","Electronic"
"Joshua Gomez","Pop"
