"song_id","duration","popularity","language","label","composer"
"SP16477",184,99,"English","Sony Music","Jackie Williams"
"SP16478",265,50,"English","Atlantic Records","Carla Ortiz"
"SP16479",325,73,"English","Atlantic Records","Michael Fitzgerald"
"SP16480",327,96,"Italian","Atlantic Records","Scott Huang"
"SP16481",318,32,"English","Atlantic Records","Nathan Martinez"
"SP16482",192,21,"Spanish","Sony Music","Edward Miller"
"SP16483",245,1,"Korean","Indie","Jacqueline Stevens"
"SP16484",295,82,"English","Atlantic Records","Pamela Hart"
"SP16485",272,35,"French","Atlantic Records","Michael Kennedy"
"SP16486",266,52,"French","Universal Music","Melissa Lewis"
"SP16487",167,54,"English","Sony Music","Austin Sanchez"
"SP16488",236,2,"English","Sony Music","Shane Clark"
"SP16489",212,8,"English","Warner Music","Erica Lewis"
"SP16490",214,5,"English","Warner Music","Christopher Anderson"
"SP16491",271,91,"English","Universal Music","John Ramos"
"SP16492",108,81,"French","Atlantic Records","Thomas Stevens"
"SP16493",233,1,"French","Warner Music","Nicholas Wright"
"SP16494",272,98,"English","Def Jam","Christopher Hurst"
"SP16495",212,59,"German","Def Jam","Erin Mccarty"
"SP16496",239,53,"English","Atlantic Records","Cheryl Suarez"
"SP16497",256,21,"English","Def Jam","Nathan Gomez"
"SP16498",221,71,"English","Universal Music","Dalton Barrett"
"SP16499",248,25,"English","Def Jam","Carol Caldwell"
"SP16500",119,81,"English","Sony Music","Angela Rodriguez"
"SP16501",211,23,"Spanish","Universal Music","Margaret Kelley"
"SP16502",239,83,"Japanese","Atlantic Records","Paula West"
"SP16503",230,79,"Spanish","Sony Music","Julie Nelson"
"SP16504",151,59,"English","Universal Music","Dr. Jane Jenkins"
"SP16505",239,16,"English","Atlantic Records","Robyn Evans"
"SP16506",196,63,"English","Universal Music","Vincent Kaufman"
"SP16507",197,97,"English","Indie","Kelly Palmer PhD"
"SP16508",272,23,"Spanish","Atlantic Records","Kevin Woods"
"SP16509",200,99,"Korean","Atlantic Records","Erin Gonzalez"
"SP16510",330,6,"English","Atlantic Records","Carol Miller"
"SP16511",295,14,"French","Universal Music","Robert Peters"
"SP16512",264,33,"Spanish","Atlantic Records","Spencer James"
"SP16513",203,73,"Korean","Warner Music","Kevin Mclean"
"SP16514",216,35,"English","Universal Music","Austin Moreno"
"SP16515",245,30,"English","Atlantic Records","Matthew Noble"
"SP16516",171,47,"Korean","Def Jam","Roy Gardner"
"SP16517",301,94,"Spanish","Sony Music","Gregory Stevens"
"SP16518",298,62,"English","Warner Music","Rachel Howe"
"SP16519",132,68,"German","Def Jam","Carrie Spence"
"SP16520",249,31,"Spanish","Atlantic Records","Rose Taylor"
"SP16521",250,85,"English","Warner Music","Gabriella Barton"
"SP16522",271,49,"English","Indie","Miss Sarah Riley"
"SP16523",323,92,"English","Warner Music","David Miller"
"SP16524",252,70,"French","Indie","Annette Sullivan"
"SP16525",285,16,"French","Warner Music","April Moore"
"SP16526",228,60,"English","Warner Music","Kara Benjamin"
"SP16527",237,57,"Korean","Sony Music","Wayne Chambers"
"SP16528",237,99,"German","Atlantic Records","Alexander Walker"
"SP16529",251,77,"English","Universal Music","Mark Black"
"SP16530",283,73,"English","Def Jam","Abigail White"
"SP16531",217,11,"English","Atlantic Records","Stephen Davidson"
"SP16532",239,85,"English","Def Jam","Colleen Hall"
"SP16533",169,89,"English","Def Jam","Jay Lopez"
"SP16534",264,65,"English","Warner Music","Ryan Hickman"
"SP16535",232,32,"Spanish","Def Jam","Jeffrey Wallace"
"SP16536",280,25,"English","Def Jam","Jacqueline Huber"
"SP16537",283,37,"English","Universal Music","Sarah Garrett"
"SP16538",257,55,"English","Warner Music","Stephen Gray"
"SP16539",270,75,"Italian","Indie","Elizabeth Ritter"
"SP16540",241,65,"Spanish","Def Jam","Melinda Lewis"
"SP16541",300,47,"Korean","Indie","Robert Waters"
"SP16542",230,92,"English","Universal Music","Martha Castillo"
"SP16543",219,37,"English","Def Jam","Laurie Flores"
"SP16544",239,51,"English","Indie","Dale Cole"
"SP16545",222,18,"English","Indie","Amanda Ellis"
"SP16546",244,62,"English","Universal Music","Pamela Summers"
"SP16547",239,15,"Italian","Universal Music","Luis Wright"
"SP16548",208,71,"English","Atlantic Records","Andrea Sanders"
"SP16549",252,61,"English","Def Jam","Nancy Brown"
"SP16550",333,80,"Spanish","Atlantic Records","Thomas Odonnell"
"SP16551",247,56,"English","Def Jam","David Sanders DDS"
"SP16552",295,67,"German","Atlantic Records","Timothy Stevens"
"SP16553",224,27,"English","Warner Music","Robert Brown"
"SP16554",241,2,"English","Def Jam","Richard Parks"
"SP16555",245,73,"English","Indie","Joseph Gordon"
"SP16556",206,66,"Korean","Def Jam","Robert Hardin"
"SP16557",329,82,"English","Sony Music","Stephanie Bush"
"SP16558",280,4,"Spanish","Atlantic Records","Kelsey Cox"
"SP16559",169,57,"Japanese","Def Jam","Reginald Ford"
"SP16560",161,94,"English","Atlantic Records","Lawrence Price"
"SP16561",156,75,"English","Warner Music","Renee Avery"
"SP16562",265,93,"English","Warner Music","Lisa Barton"
"SP16563",198,71,"English","Atlantic Records","William Rice"
"SP16564",251,52,"Spanish","Sony Music","Pamela Graham"
"SP16565",239,46,"English","Def Jam","Luke Calderon"
"SP16566",225,13,"English","Universal Music","Jeremy Weaver III"
"SP16567",328,2,"Japanese","Warner Music","Marissa Jackson"
"SP16568",239,82,"English","Warner Music","Joseph Dean"
"SP16569",229,10,"English","Indie","Michael Grimes"
"SP16570",333,96,"English","Atlantic Records","Jordan Collins"
"SP16571",206,48,"French","Def Jam","Matthew Mcdowell"
"SP16572",266,5,"Spanish","Warner Music","Mrs. Kathleen Baker"
"SP16573",281,10,"English","Sony Music","Leroy Stevens"
"SP16574",231,92,"English","Def Jam","Miss Cindy Williams"
"SP16575",359,58,"English","Universal Music","Cody Taylor"
"SP16576",293,36,"English","Def Jam","Jessica Adkins"
"SP16577",282,10,"French","Warner Music","Susan Smith"
"SP16578",239,16,"English","Atlantic Records","David Walsh"
"SP16579",171,28,"Japanese","Universal Music","Mary Keith"
"SP16580",239,99,"English","Atlantic Records","Zachary Wilson"
"SP16581",227,86,"English","Sony Music","Cynthia Rivera"
"SP16582",244,67,"English","Atlantic Records","Amber Rivera"
"SP16583",278,50,"Spanish","Def Jam","Monica Vance"
"SP16584",303,2,"English","Atlantic Records","Richard White"
"SP16585",337,20,"English","Sony Music","Erin Spencer"
"SP16586",296,22,"English","Atlantic Records","Holly Sullivan"
"SP16587",292,69,"French","Indie","Julie Hull"
"SP16588",293,93,"French","Atlantic Records","Amy Taylor"
"SP16589",295,46,"Japanese","Universal Music","Jason Stein"
"SP16590",272,92,"English","Universal Music","Cody Fowler"
"SP16591",327,40,"Korean","Indie","Isaiah Parker"
"SP16592",179,10,"Korean","Def Jam","Rachel Boyd"
"SP16593",156,29,"English","Def Jam","Christopher Graves"
"SP16594",234,57,"Spanish","Atlantic Records","Scott Barajas"
"SP16595",250,50,"English","Warner Music","Anthony Gentry"
"SP16596",186,7,"German","Universal Music","Susan Cain"
"SP16597",297,8,"Japanese","Warner Music","John Rogers"
"SP16598",302,22,"English","Indie","Wendy Mcdonald"
"SP16599",220,98,"Italian","Def Jam","Keith Everett"
"SP16600",305,7,"German","Def Jam","Seth Brady"
"SP16601",189,35,"English","Indie","Ashley Johnson"
"SP16602",188,13,"French","Warner Music","Brandon Carter"
"SP16603",239,16,"Spanish","Atlantic Records","Nathan Bowen"
"SP16604",337,48,"English","Sony Music","John Perez"
"SP16605",279,54,"Spanish","Def Jam","Chase Roberts"
"SP16606",227,60,"Spanish","Sony Music","Benjamin Love"
"SP16607",231,91,"English","Indie","Kelly Lee"
"SP16608",221,98,"English","Sony Music","Jasmine Cross"
"SP16609",289,86,"English","Warner Music","Ricardo Miranda"
"SP16610",183,44,"English","Universal Music","Keith Dalton"
"SP16611",258,19,"French","Def Jam","Curtis Hoover"
"SP16612",239,51,"Italian","Indie","Jared Wang"
"SP16613",240,76,"Japanese","Warner Music","Diana Clements"
"SP16614",195,60,"English","Universal Music","Candace Hernandez"
"SP16615",239,80,"English","Sony Music","David Gregory"
"SP16616",291,7,"English","Indie","Sean Wall"
"SP16617",277,69,"English","Warner Music","James Phillips"
"SP16618",223,37,"English","Def Jam","Ashley Frey"
"SP16619",239,45,"English","Def Jam","Nicholas Thomas"
"SP16620",165,37,"English","Universal Music","Kristy Austin"
"SP16621",174,82,"English","Warner Music","Angela Joyce"
"SP16622",245,16,"English","Universal Music","Denise Powell"
"SP16623",257,16,"English","Indie","Matthew Donovan"
"SP16624",211,39,"English","Universal Music","Chad Arnold"
"SP16625",271,1,"French","Atlantic Records","Scott Conley"
"SP16626",252,13,"English","Universal Music","Michael Rosario"
"SP16627",191,10,"English","Warner Music","James Potts"
"SP16628",254,57,"English","Indie","Danielle Novak"
"SP16629",129,38,"English","Universal Music","Tanya Raymond"
"SP16630",212,51,"Spanish","Def Jam","Karen Brandt"
"SP16631",182,31,"Spanish","Def Jam","Ronald Jones"
"SP16632",277,93,"English","Atlantic Records","Nancy Vega"
"SP16633",294,37,"Korean","Sony Music","Patricia Little"
"SP16634",285,10,"English","Warner Music","Mary Cain"
"SP16635",220,21,"Spanish","Warner Music","William Phillips"
"SP16636",262,11,"English","Warner Music","Ellen Chen"
"SP16637",348,67,"English","Indie","Chad Murray"
"SP16638",239,6,"English","Sony Music","John Moore"
"SP16639",255,53,"English","Sony Music","Robin Lee"
"SP16640",152,34,"English","Sony Music","David Cole"
"SP16641",176,87,"English","Warner Music","Melissa Davidson"
"SP16642",251,70,"English","Def Jam","Melanie Stone"
"SP16643",355,26,"English","Atlantic Records","Jennifer Rowe"
"SP16644",207,23,"English","Universal Music","Christian Rodriguez"
"SP16645",211,96,"English","Warner Music","Laura Austin"
"SP16646",239,54,"English","Universal Music","Bobby Stephens"
"SP16647",226,95,"English","Universal Music","Kimberly Baker"
"SP16648",289,40,"English","Sony Music","Elizabeth Michael"
"SP16649",209,60,"French","Sony Music","Kathleen Miller"
"SP16650",255,85,"English","Def Jam","Dawn Manning"
"SP16651",140,75,"English","Warner Music","Brent Nielsen"
"SP16652",229,4,"English","Warner Music","Christian Wright"
"SP16653",154,19,"English","Warner Music","Heidi Henderson"
"SP16654",205,15,"English","Sony Music","Patrick Mann DDS"
"SP16655",239,29,"English","Def Jam","Janet Gibson"
"SP16656",255,4,"Italian","Atlantic Records","Mark Wolfe"
"SP16657",215,37,"English","Atlantic Records","Aaron Perez"
"SP16658",209,78,"English","Sony Music","Felicia Coleman"
"SP16659",192,29,"Spanish","Warner Music","Stephen Jones"
"SP16660",234,51,"English","Indie","Dana Graham"
"SP16661",286,74,"English","Warner Music","Kathryn Andrews"
"SP16662",309,91,"English","Def Jam","Amber Flores"
"SP16663",160,48,"English","Sony Music","Beverly Chen"
"SP16664",249,47,"English","Sony Music","Bradley Tucker"
"SP16665",241,92,"English","Sony Music","Alexis Mendoza"
"SP16666",276,1,"English","Def Jam","Rebecca Smith"
"SP16667",211,99,"English","Atlantic Records","Jessica Gray"
"SP16668",189,51,"English","Def Jam","Sean Mccarthy"
"SP16669",262,4,"English","Atlantic Records","Richard Key"
"SP16670",289,8,"English","Def Jam","Rebecca Jimenez"
"SP16671",214,69,"English","Universal Music","Glen Jacobson"
"SP16672",202,93,"English","Indie","Brendan Hernandez"
"SP16673",185,6,"English","Def Jam","Jonathan Brown"
"SP16674",163,38,"English","Atlantic Records","Michael Lucas"
"SP16675",239,83,"French","Universal Music","Cassandra Montoya"
"SP16676",205,58,"English","Def Jam","Rhonda Hancock"
"SP16677",246,15,"Spanish","Indie","Margaret Pierce"
"SP16678",264,4,"English","Def Jam","Alejandro Carter"
"SP16679",166,26,"English","Def Jam","Thomas Lyons"
"SP16680",272,48,"Japanese","Universal Music","Michael Miller"
"SP16681",158,9,"English","Def Jam","Robert Park"
"SP16682",247,47,"English","Warner Music","Ryan Long"
"SP16683",250,61,"English","Universal Music","Tristan Patrick"
"SP16684",239,74,"English","Warner Music","Amanda Guerra"
"SP16685",191,26,"English","Sony Music","Veronica Sanchez"
"SP16686",248,85,"Korean","Warner Music","William Martinez"
"SP16687",187,34,"English","Sony Music","Bradley Thomas"
"SP16688",244,59,"French","Universal Music","Bailey Bowman"
"SP16689",261,24,"English","Indie","Susan Taylor"
"SP16690",218,28,"Korean","Def Jam","Laura Alvarez"
"SP16691",239,14,"English","Sony Music","Christopher Grant"
"SP16692",286,51,"English","Atlantic Records","Nathan Thompson"
"SP16693",215,13,"English","Sony Music","Jennifer Ellis"
"SP16694",232,98,"English","Sony Music","Rebecca Hayes"
"SP16695",296,94,"English","Def Jam","Mary Adams"
"SP16696",239,44,"English","Warner Music","Cassidy Chung"
"SP16697",239,87,"English","Universal Music","Anthony Castillo"
"SP16698",234,84,"English","Indie","Pedro Henry"
"SP16699",215,38,"English","Def Jam","Craig Aguilar"
"SP16700",270,47,"English","Indie","Krista Gonzalez"
"SP16701",249,76,"English","Warner Music","Anita Garcia"
"SP16702",269,31,"English","Def Jam","Barbara Dennis"
"SP16703",259,58,"Spanish","Atlantic Records","Elizabeth Rocha"
"SP16704",235,80,"English","Sony Music","Jeffrey Rodriguez"
"SP16705",254,34,"English","Warner Music","Jennifer Bauer"
"SP16706",248,20,"English","Atlantic Records","Martin Craig"
"SP16707",245,54,"English","Atlantic Records","Jamie Patel"
"SP16708",188,11,"English","Sony Music","Hannah Oliver"
"SP16709",239,4,"Spanish","Indie","Samuel Fisher"
"SP16710",237,24,"English","Def Jam","Connie Cardenas"
"SP16711",139,11,"English","Indie","Melissa Baker"
"SP16712",203,33,"English","Indie","Jordan Harrington"
"SP16713",297,83,"German","Def Jam","Juan Adkins"
"SP16714",238,75,"English","Warner Music","Michael Richards"
"SP16715",264,81,"English","Warner Music","William Wyatt"
"SP16716",239,27,"English","Def Jam","Brian Weber"
"SP16717",260,25,"Korean","Warner Music","Mrs. Maria Smith DVM"
"SP16718",250,72,"English","Atlantic Records","Angela Thomas"
"SP16719",216,61,"English","Atlantic Records","Carol Davis"
"SP16720",244,86,"English","Sony Music","George Dixon"
"SP16721",283,58,"English","Indie","Natalie Morrison"
"SP16722",296,21,"Korean","Warner Music","Brandon Miller"
"SP16723",173,14,"English","Atlantic Records","Brian White"
"SP16724",239,45,"English","Atlantic Records","Deborah Pierce"
"SP16725",219,76,"English","Universal Music","Linda Contreras"
"SP16726",259,42,"Italian","Def Jam","James Ponce"
"SP16727",228,93,"English","Atlantic Records","Christina Garcia"
"SP16728",229,14,"Japanese","Def Jam","Mr. Robert Martin"
"SP16729",239,39,"English","Warner Music","Rodney Castillo"
"SP16730",303,10,"Italian","Indie","Kenneth Garza"
"SP16731",239,34,"French","Def Jam","Lori Beck"
"SP16732",167,96,"English","Def Jam","Curtis Hamilton"
"SP16733",306,39,"English","Warner Music","Colleen Garcia"
"SP16734",235,19,"English","Atlantic Records","Thomas Sullivan"
"SP16735",184,59,"English","Atlantic Records","Tina Cardenas"
"SP16736",265,84,"Spanish","Indie","Susan Daniels"
"SP16737",312,39,"Spanish","Atlantic Records","Brandon Mora"
"SP16738",239,33,"English","Indie","Scott Graham"
"SP16739",336,15,"Spanish","Def Jam","Jennifer Baldwin"
"SP16740",182,77,"English","Universal Music","Jonathan Riley"
"SP16741",156,69,"Korean","Sony Music","Jeffrey Mills"
"SP16742",256,54,"German","Sony Music","Edwin Davidson"
"SP16743",301,58,"Japanese","Atlantic Records","Samuel Jackson"
"SP16744",184,56,"Japanese","Warner Music","Kathryn Moore"
"SP16745",222,21,"French","Def Jam","Dawn Washington"
"SP16746",213,55,"English","Def Jam","David Robertson"
"SP16747",214,12,"English","Sony Music","Ryan Grant"
"SP16748",247,47,"English","Warner Music","Jennifer Matthews"
"SP16749",211,9,"English","Indie","Amy Williams"
"SP16750",272,85,"French","Warner Music","Sarah Medina"
"SP16751",368,90,"English","Warner Music","Stephanie Meyers"
"SP16752",239,87,"English","Universal Music","Raymond Garcia"
"SP16753",249,8,"English","Indie","Kyle Smith"
"SP16754",239,46,"English","Warner Music","Thomas Young"
"SP16755",228,38,"English","Sony Music","Roberto Trujillo DVM"
"SP16756",305,68,"Spanish","Warner Music","Justin Ryan"
"SP16757",241,28,"Spanish","Sony Music","Amy Bell"
"SP16758",192,65,"Spanish","Def Jam","Christina Baker"
"SP16759",243,19,"Spanish","Universal Music","Claudia Montoya"
"SP16760",265,85,"English","Warner Music","Seth Castillo"
"SP16761",148,5,"Spanish","Def Jam","Angel Wilson"
"SP16762",259,69,"English","Atlantic Records","Lindsay Nicholson"
"SP16763",228,7,"English","Atlantic Records","Kevin Garcia"
"SP16764",363,89,"English","Def Jam","Denise Wallace"
"SP16765",230,10,"English","Warner Music","Robert Mendoza"
"SP16766",209,55,"Korean","Indie","Kent Neal"
"SP16767",313,82,"English","Warner Music","Charles Bruce"
"SP16768",219,73,"English","Sony Music","Timothy Braun"
"SP16769",265,75,"English","Sony Music","Annette Potts"
"SP16770",239,82,"English","Sony Music","William Thompson"
"SP16771",258,66,"French","Def Jam","Daniel Dominguez"
"SP16772",301,10,"English","Atlantic Records","Nathaniel Webb"
"SP16773",222,26,"English","Warner Music","Mary Walker MD"
"SP16774",262,38,"Spanish","Universal Music","Rebecca Mathis"
"SP16775",195,42,"English","Universal Music","Jennifer Hanson"
"SP16776",125,23,"English","Indie","Tyler Ortiz"
"SP16777",213,27,"English","Sony Music","Brian Smith"
"SP16778",190,2,"English","Sony Music","Danny Nguyen"
"SP16779",156,50,"English","Universal Music","Katherine Smith"
"SP16780",235,56,"English","Indie","Alyssa Rodriguez"
"SP16781",204,22,"French","Sony Music","Ashley Hoover"
"SP16782",257,64,"English","Sony Music","Elizabeth Chavez"
"SP16783",311,30,"English","Sony Music","Thomas Dean"
"SP16784",239,66,"English","Indie","Brian Weaver"
"SP16785",275,81,"English","Warner Music","Dawn Perry"
"SP16786",310,12,"English","Warner Music","William Jensen"
"SP16787",204,25,"English","Def Jam","James Collins"
"SP16788",210,76,"English","Def Jam","Caitlyn Owen"
"SP16789",239,25,"English","Warner Music","Jeanne Nelson"
"SP16790",230,41,"Japanese","Atlantic Records","Shelia Clark"
"SP16791",178,76,"English","Def Jam","Kenneth Davis"
"SP16792",229,47,"English","Indie","Peter Banks"
"SP16793",188,9,"English","Sony Music","Matthew Robbins"
"SP16794",171,22,"English","Indie","John Evans"
"SP16795",228,90,"English","Indie","Katherine Sanders"
"SP16796",205,68,"English","Sony Music","Lisa Mclaughlin"
"SP16797",265,25,"German","Atlantic Records","Scott Moran"
"SP16798",276,35,"German","Sony Music","Vanessa Bennett"
"SP16799",239,5,"English","Universal Music","Janice Alexander"
"SP16800",326,39,"English","Indie","Jonathan Johnson"
"SP16801",254,23,"English","Sony Music","Christopher Page"
"SP16802",250,42,"English","Atlantic Records","Robert Ali"
"SP16803",249,43,"Spanish","Sony Music","Courtney Floyd"
"SP16804",285,52,"Spanish","Def Jam","David Chapman"
"SP16805",263,16,"Spanish","Atlantic Records","Darren Bailey"
"SP16806",263,15,"English","Atlantic Records","Adrienne Wolfe"
"SP16807",196,71,"French","Universal Music","Laura Murphy"
"SP16808",181,96,"English","Universal Music","Ashley Cruz"
"SP16809",265,4,"English","Warner Music","Ian Jones"
"SP16810",264,40,"English","Sony Music","Jessica Boyle"
"SP16811",239,20,"Italian","Sony Music","Sarah Cook"
"SP16812",202,11,"English","Sony Music","Stephanie Riley"
"SP16813",239,93,"Korean","Warner Music","Christine Mcmahon"
"SP16814",239,71,"English","Def Jam","Becky Henderson"
"SP16815",223,60,"English","Warner Music","Mary Snyder"
"SP16816",158,37,"English","Warner Music","Sara Brooks"
"SP16817",270,73,"Japanese","Universal Music","Nicholas Baker"
"SP16818",210,84,"English","Indie","Alvin Rodriguez"
"SP16819",231,83,"English","Atlantic Records","Sandra Ward"
"SP16820",315,34,"English","Indie","Richard Smith"
"SP16821",239,9,"English","Def Jam","Scott Harris"
"SP16822",298,11,"English","Universal Music","Corey Wilson"
"SP16823",239,35,"Japanese","Sony Music","Diane Nelson"
"SP16824",156,68,"English","Universal Music","Brenda Wright"
"SP16825",275,92,"English","Warner Music","Joan Myers"
"SP16826",219,14,"English","Sony Music","Leah Garcia"
"SP16827",239,14,"French","Universal Music","Lucas Park"
"SP16828",352,92,"English","Warner Music","Michael Perez"
"SP16829",218,86,"English","Warner Music","Christy Cameron DDS"
"SP16830",139,90,"English","Def Jam","Troy Allen"
"SP16831",255,49,"English","Universal Music","Michelle Martinez"
"SP16832",188,99,"English","Warner Music","Leslie Pierce"
"SP16833",220,94,"English","Def Jam","Larry Dorsey"
"SP16834",324,29,"English","Atlantic Records","Teresa Williams"
"SP16835",295,59,"English","Def Jam","Douglas Matthews"
"SP16836",174,67,"French","Indie","Samuel Franklin"
"SP16837",285,85,"French","Warner Music","Kristi Banks"
"SP16838",278,10,"English","Def Jam","Bethany Green"
"SP16839",274,76,"English","Def Jam","Paul Cunningham"
"SP16840",240,87,"English","Warner Music","Doris Underwood"
"SP16841",242,32,"English","Warner Music","Kirsten Taylor"
"SP16842",247,11,"English","Universal Music","Alexandra Smith"
"SP16843",273,28,"English","Def Jam","Kayla Gibson"
"SP16844",373,71,"French","Indie","Russell Stevens"
"SP16845",279,81,"French","Universal Music","John Rodriguez"
"SP16846",125,39,"French","Warner Music","Christopher Mcguire"
"SP16847",241,15,"German","Atlantic Records","Jessica Sullivan"
"SP16848",275,27,"English","Def Jam","Angela Chapman"
"SP16849",151,99,"French","Universal Music","Danielle Harmon"
"SP16850",334,13,"Korean","Def Jam","Victoria Jones"
"SP16851",262,36,"English","Warner Music","Lisa David"
"SP16852",335,36,"English","Atlantic Records","Edward Sanchez"
"SP16853",185,11,"English","Indie","Carol Castillo"
"SP16854",302,55,"English","Sony Music","Hannah Oliver"
"SP16855",246,72,"English","Def Jam","Jessica Jackson"
"SP16856",294,69,"English","Def Jam","Sharon Williams"
"SP16857",239,74,"English","Sony Music","Martha Velasquez"
"SP16858",181,12,"English","Atlantic Records","Jared Romero"
"SP16859",290,33,"English","Def Jam","Zachary Molina"
"SP16860",261,43,"English","Universal Music","Jason Wells"
"SP16861",282,36,"English","Atlantic Records","David Martinez"
"SP16862",222,28,"French","Universal Music","Emily Carr DDS"
"SP16863",239,48,"English","Warner Music","Heather Johnson"
"SP16864",239,29,"English","Sony Music","Jason Casey"
"SP16865",298,22,"Spanish","Universal Music","Luke Gomez"
"SP16866",249,16,"French","Sony Music","Frank Clayton"
"SP16867",224,75,"Korean","Warner Music","Patricia Martinez"
"SP16868",220,24,"English","Universal Music","Willie Warner"
"SP16869",154,93,"English","Warner Music","Jose Hughes"
"SP16870",196,58,"English","Def Jam","Joseph Edwards"
"SP16871",309,5,"Spanish","Indie","Jennifer Martinez"
"SP16872",249,74,"English","Indie","Robert Hardy"
"SP16873",282,22,"English","Universal Music","Abigail Taylor"
"SP16874",249,93,"English","Atlantic Records","Richard Davis"
"SP16875",284,86,"Italian","Warner Music","Melissa Vasquez"
"SP16876",294,7,"English","Sony Music","Patrick Rowe"
"SP16877",271,11,"English","Indie","Shelly Walls"
"SP16878",282,75,"English","Universal Music","Stephen Jones"
"SP16879",258,12,"Spanish","Sony Music","Shawn Bishop"
"SP16880",191,30,"English","Atlantic Records","Daniel Smith"
"SP16881",238,100,"Spanish","Sony Music","John Stephens"
"SP16882",318,61,"English","Sony Music","James Poole"
"SP16883",209,69,"English","Atlantic Records","Sabrina Lopez"
"SP16884",217,27,"English","Indie","Jorge Mcdonald"
"SP16885",251,5,"English","Warner Music","Kathleen Swanson"
"SP16886",198,31,"English","Warner Music","Mary Lopez"
"SP16887",306,9,"English","Sony Music","Timothy Lucero"
"SP16888",231,83,"English","Indie","Andrew Kelly"
"SP16889",244,4,"English","Warner Music","Barbara Gomez"
"SP16890",205,5,"English","Warner Music","Kimberly Johnson"
"SP16891",252,50,"Korean","Def Jam","Ryan Johnson"
"SP16892",236,29,"Spanish","Universal Music","Jennifer Jones"
"SP16893",239,55,"English","Warner Music","Nancy Mullen"
"SP16894",268,14,"English","Def Jam","Krista Bell"
"SP16895",239,4,"Italian","Indie","Evelyn Ross"
"SP16896",239,3,"English","Atlantic Records","Linda Mitchell"
"SP16897",175,56,"English","Def Jam","Christopher Jacobs"
"SP16898",260,99,"English","Atlantic Records","Eric Howe"
"SP16899",200,9,"English","Def Jam","Brittany Moss"
"SP16900",261,82,"Italian","Universal Music","Lisa Dalton"
"SP16901",148,60,"English","Universal Music","Rebekah Martin"
"SP16902",195,73,"English","Indie","James Olson"
"SP16903",285,7,"English","Warner Music","Alyssa Hughes"
"SP16904",262,98,"English","Indie","Tiffany Gonzalez"
"SP16905",175,26,"English","Atlantic Records","Michael Simpson"
"SP16906",266,86,"English","Indie","Derek Ford"
"SP16907",358,60,"English","Universal Music","Michael Mcdaniel"
"SP16908",217,78,"English","Indie","Oscar Jimenez"
"SP16909",254,18,"Italian","Warner Music","Kimberly Sweeney"
"SP16910",286,8,"English","Sony Music","Megan Green"
"SP16911",179,28,"English","Indie","Amanda Rodgers"
"SP16912",290,1,"Spanish","Sony Music","Leslie Daniels"
"SP16913",224,54,"English","Universal Music","Jacob Johnson"
"SP16914",249,75,"English","Atlantic Records","Dennis King"
"SP16915",185,59,"English","Atlantic Records","Misty Ellison"
"SP16916",319,58,"English","Sony Music","Alexander Simpson"
"SP16917",287,13,"English","Universal Music","Melissa Nicholson"
"SP16918",283,82,"English","Def Jam","Maria Sanford"
"SP16919",197,88,"English","Indie","Latoya Rasmussen"
"SP16920",211,26,"English","Warner Music","Edwin Morrow"
"SP16921",293,2,"English","Sony Music","Peter Garcia"
"SP16922",232,66,"English","Indie","Theresa Kirby"
"SP16923",275,10,"Italian","Indie","Teresa Bright"
"SP16924",232,18,"English","Sony Music","Amy Villegas"
"SP16925",219,1,"Korean","Indie","Shari Grant"
"SP16926",287,28,"English","Def Jam","Dalton Carson"
"SP16927",189,93,"English","Universal Music","Joshua Bell"
"SP16928",263,63,"Korean","Indie","William Fischer"
"SP16929",168,46,"English","Warner Music","Stephen Edwards"
"SP16930",231,86,"English","Universal Music","Taylor Lozano"
"SP16931",157,49,"English","Atlantic Records","Priscilla Pierce"
"SP16932",246,21,"Korean","Universal Music","Kyle Robinson"
"SP16933",193,98,"Spanish","Def Jam","Samantha Rogers"
"SP16934",231,5,"English","Universal Music","Gerald Valdez"
"SP16935",285,46,"English","Universal Music","Robin Davis"
"SP16936",212,2,"Spanish","Warner Music","Michael Walton"
"SP16937",239,63,"Korean","Indie","Lori Anderson"
"SP16938",340,22,"English","Warner Music","Brooke Robinson"
"SP16939",246,52,"English","Universal Music","Rachel Gay"
"SP16940",239,38,"Italian","Def Jam","Sandra Mathis"
"SP16941",269,14,"English","Indie","Jonathan Foley"
"SP16942",194,86,"English","Def Jam","Kathy Smith"
"SP16943",313,12,"Korean","Atlantic Records","Cheryl Moon"
"SP16944",157,33,"English","Universal Music","Brian Humphrey"
"SP16945",274,80,"English","Indie","Jeffrey Dennis"
"SP16946",283,9,"Japanese","Def Jam","Melissa Thompson"
"SP16947",317,89,"Spanish","Atlantic Records","Juan Bowen"
"SP16948",239,45,"English","Warner Music","Elizabeth Perez"
"SP16949",260,25,"English","Indie","Jessica Morales"
"SP16950",239,96,"English","Sony Music","Rebecca Warren"
"SP16951",205,8,"English","Warner Music","James Kelley"
"SP16952",282,77,"English","Def Jam","Elizabeth Carter"
"SP16953",293,33,"French","Sony Music","Timothy Tran"
"SP16954",162,46,"English","Warner Music","Diana Harris"
"SP16955",323,41,"Spanish","Sony Music","Carlos Collins"
"SP16956",239,51,"English","Sony Music","Mr. Tim Willis"
"SP16957",275,48,"Spanish","Indie","Robin Graham"
